"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"receiveehrextract-request","receiveehrextract-request","","","",0,*,"","","","null {[]} {[]}
","ReceiveEhrExtract — Request","Logisk modell för begäran i ReceiveEhrExtract
(urn:riv:ehr:patientsummary:ReceiveEhrExtractResponder:1, ReceiveEhrExtractType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"receiveehrextract-request.ehr-extract.folders.policy-ids","receiveehrextract-request.ehr_extract.folders.policy_ids","","","",0,*,"","","","Identifier {[]} {[]}
","policy_ids","policy_ids","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.policy_ids",0,*,"",""
"receiveehrextract-request.ehr-extract.folders.rc-id","receiveehrextract-request.ehr_extract.folders.rc_id","","","",1,1,"","","","Identifier {[]} {[]}
","rc_id","rc_id","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.rc_id",1,1,"",""
"receiveehrextract-request.ehr-extract.folders.sensitivity","receiveehrextract-request.ehr_extract.folders.sensitivity","","","",0,1,"","","","integer {[]} {[]}
","sensitivity","sensitivity","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.sensitivity",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.synthesised","receiveehrextract-request.ehr_extract.folders.synthesised","","","",1,1,"","","","boolean {[]} {[]}
","synthesised","synthesised","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.synthesised",1,1,"",""
"receiveehrextract-request.ehr-extract.folders.links","receiveehrextract-request.ehr_extract.folders.links","","","",0,*,"","","","BackboneElement {[]} {[]}
","links","Creates a relationship between two Record Components that is orthogonal to the common one of containment. Note that if a recipient is not permitted to see the component linked to, even revealing the link constitutes an inappropriate disclosure. Role is of type CD so that the displayName property of that class can be used in place of any specific coding scheme.","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.links",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"receiveehrextract-request.ehr-extract.folders.links.id","receiveehrextract-request.ehr_extract.folders.links.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.links.extension","receiveehrextract-request.ehr_extract.folders.links.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.folders.links.modifierExtension","receiveehrextract-request.ehr_extract.folders.links.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.folders.links.follow-link","receiveehrextract-request.ehr_extract.folders.links.follow_link","","","",1,1,"","","","boolean {[]} {[]}
","follow_link","follow_link","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.links.follow_link",1,1,"",""
"receiveehrextract-request.ehr-extract.folders.links.nature","receiveehrextract-request.ehr_extract.folders.links.nature","","","",1,1,"","","","code {[]} {[]}
","nature","nature","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.links.nature",1,1,"",""
"receiveehrextract-request.ehr-extract.folders.links.role","receiveehrextract-request.ehr_extract.folders.links.role","","","",0,1,"","","","CodeableConcept {[]} {[]}
","role","role","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.links.role",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.links.target-type","receiveehrextract-request.ehr_extract.folders.links.target_type","","","",0,1,"","","","CodeableConcept {[]} {[]}
","target_type","target_type","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.links.target_type",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.links.target-id","receiveehrextract-request.ehr_extract.folders.links.target_id","","","",1,*,"","","","Identifier {[]} {[]}
","target_id","target_id","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.links.target_id",1,*,"",""
"receiveehrextract-request.ehr-extract.folders.feeder-audit","receiveehrextract-request.ehr_extract.folders.feeder_audit","","","",0,1,"","","","BackboneElement {[]} {[]}
","feeder_audit","The committal and revision data for a Record Component. Note that the invariant is incorrectly stated as constraining ""attribute_version_status.coding_scheme_name"" in the printed standard.","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.feeder_audit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"receiveehrextract-request.ehr-extract.folders.feeder-audit.id","receiveehrextract-request.ehr_extract.folders.feeder_audit.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.feeder-audit.extension","receiveehrextract-request.ehr_extract.folders.feeder_audit.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.folders.feeder-audit.modifierExtension","receiveehrextract-request.ehr_extract.folders.feeder_audit.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.folders.feeder-audit.committer","receiveehrextract-request.ehr_extract.folders.feeder_audit.committer","","","",1,1,"","","","Identifier {[]} {[]}
","committer","committer","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.feeder_audit.committer",1,1,"",""
"receiveehrextract-request.ehr-extract.folders.feeder-audit.ehr-system","receiveehrextract-request.ehr_extract.folders.feeder_audit.ehr_system","","","",1,1,"","","","Identifier {[]} {[]}
","ehr_system","ehr_system","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.feeder_audit.ehr_system",1,1,"",""
"receiveehrextract-request.ehr-extract.folders.feeder-audit.previous-version","receiveehrextract-request.ehr_extract.folders.feeder_audit.previous_version","","","",0,1,"","","","Identifier {[]} {[]}
","previous_version","previous_version","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.feeder_audit.previous_version",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.feeder-audit.reason-for-revision","receiveehrextract-request.ehr_extract.folders.feeder_audit.reason_for_revision","","","",0,1,"","","","CodeableConcept {[]} {[]}
","reason_for_revision","reason_for_revision","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.feeder_audit.reason_for_revision",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.feeder-audit.time-committed","receiveehrextract-request.ehr_extract.folders.feeder_audit.time_committed","","","",1,1,"","","","dateTime {[]} {[]}
","time_committed","time_committed","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.feeder_audit.time_committed",1,1,"",""
"receiveehrextract-request.ehr-extract.folders.feeder-audit.version-set-id","receiveehrextract-request.ehr_extract.folders.feeder_audit.version_set_id","","","",0,1,"","","","Identifier {[]} {[]}
","version_set_id","version_set_id","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.feeder_audit.version_set_id",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.feeder-audit.version-status","receiveehrextract-request.ehr_extract.folders.feeder_audit.version_status","","","",0,1,"","","","code {[]} {[]}
","version_status","version_status","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.feeder_audit.version_status",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.sub-folders","receiveehrextract-request.ehr_extract.folders.sub_folders","","","",0,*,"","","","string {[]} {[]}
","sub_folders"," (Rekursiv typ, ej utvecklad.)","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.sub_folders",0,*,"",""
"receiveehrextract-request.ehr-extract.folders.attestations","receiveehrextract-request.ehr_extract.folders.attestations","","","",0,*,"","","","BackboneElement {[]} {[]}
","attestations","Any attestations for a Record Component. The proof field should be a cryptographic hash of the RECORD_COMPONENT it attests, but it is recognised that in many implementations the components will change to point to new components that revise them. In that case, the proof should sign the unchanging parts of the component only.","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.attestations",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"receiveehrextract-request.ehr-extract.folders.attestations.id","receiveehrextract-request.ehr_extract.folders.attestations.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.attestations.extension","receiveehrextract-request.ehr_extract.folders.attestations.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.folders.attestations.modifierExtension","receiveehrextract-request.ehr_extract.folders.attestations.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.folders.attestations.attested-view","receiveehrextract-request.ehr_extract.folders.attestations.attested_view","","","",0,1,"","","","Attachment {[]} {[]}
","attested_view","attested_view","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.attestations.attested_view",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.attestations.proof","receiveehrextract-request.ehr_extract.folders.attestations.proof","","","",0,1,"","","","Attachment {[]} {[]}
","proof","proof","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.attestations.proof",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.attestations.reason-for-attestation","receiveehrextract-request.ehr_extract.folders.attestations.reason_for_attestation","","","",1,1,"","","","CodeableConcept {[]} {[]}
","reason_for_attestation","reason_for_attestation","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.attestations.reason_for_attestation",1,1,"",""
"receiveehrextract-request.ehr-extract.folders.attestations.time","receiveehrextract-request.ehr_extract.folders.attestations.time","","","",1,1,"","","","dateTime {[]} {[]}
","time","time","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.attestations.time",1,1,"",""
"receiveehrextract-request.ehr-extract.folders.attestations.target-rc-id","receiveehrextract-request.ehr_extract.folders.attestations.target_rc_id","","","",1,*,"","","","Identifier {[]} {[]}
","target_rc_id","target_rc_id","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.attestations.target_rc_id",1,*,"",""
"receiveehrextract-request.ehr-extract.folders.attestations.attester","receiveehrextract-request.ehr_extract.folders.attestations.attester","","","",1,1,"","","","BackboneElement {[]} {[]}
","attester","The participation of an entity in the EHR.","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.attestations.attester",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"receiveehrextract-request.ehr-extract.folders.attestations.attester.id","receiveehrextract-request.ehr_extract.folders.attestations.attester.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.attestations.attester.extension","receiveehrextract-request.ehr_extract.folders.attestations.attester.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.folders.attestations.attester.modifierExtension","receiveehrextract-request.ehr_extract.folders.attestations.attester.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.folders.attestations.attester.function","receiveehrextract-request.ehr_extract.folders.attestations.attester.function","","","",0,1,"","","","CodeableConcept {[]} {[]}
","function","function","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.attestations.attester.function",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.attestations.attester.healthcare-facility","receiveehrextract-request.ehr_extract.folders.attestations.attester.healthcare_facility","","","",0,1,"","","","Identifier {[]} {[]}
","healthcare_facility","healthcare_facility","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.attestations.attester.healthcare_facility",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.attestations.attester.mode","receiveehrextract-request.ehr_extract.folders.attestations.attester.mode","","","",0,1,"","","","code {[]} {[]}
","mode","mode","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.attestations.attester.mode",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.attestations.attester.performer","receiveehrextract-request.ehr_extract.folders.attestations.attester.performer","","","",1,1,"","","","Identifier {[]} {[]}
","performer","performer","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.attestations.attester.performer",1,1,"",""
"receiveehrextract-request.ehr-extract.folders.attestations.attester.service-setting","receiveehrextract-request.ehr_extract.folders.attestations.attester.service_setting","","","",0,1,"","","","CodeableConcept {[]} {[]}
","service_setting","service_setting","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.attestations.attester.service_setting",0,1,"",""
"receiveehrextract-request.ehr-extract.folders.composition-rc-ids","receiveehrextract-request.ehr_extract.folders.composition_rc_ids","","","",0,*,"","","","string {[]} {[]}
","composition_rc_ids","composition_rc_ids","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.folders.composition_rc_ids",0,*,"",""
"receiveehrextract-request.ehr-extract.demographic-extract","receiveehrextract-request.ehr_extract.demographic_extract","","","",0,*,"","","","BackboneElement {[]} {[]}
","demographic_extract","Superclass of all identified parties to the record. Note that the type of id is not given in the printed class description but is included in the class diagram on page 47 of the standard. Abstrakt typ; instansen anges med xsi:type som en av SOFTWARE_OR_DEVICE, ORGANISATION, PERSON.","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.demographic_extract",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"receiveehrextract-request.ehr-extract.demographic-extract.id","receiveehrextract-request.ehr_extract.demographic_extract.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"receiveehrextract-request.ehr-extract.demographic-extract.extension","receiveehrextract-request.ehr_extract.demographic_extract.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.demographic-extract.modifierExtension","receiveehrextract-request.ehr_extract.demographic_extract.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"receiveehrextract-request.ehr-extract.demographic-extract.extract-id","receiveehrextract-request.ehr_extract.demographic_extract.extract_id","","","",1,1,"","","","Identifier {[]} {[]}
","extract_id","extract_id","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.demographic_extract.extract_id",1,1,"",""
"receiveehrextract-request.ehr-extract.demographic-extract.identifiedEntityId","receiveehrextract-request.ehr_extract.demographic_extract.identifiedEntityId","","","",0,*,"","","","Identifier {[]} {[]}
","identifiedEntityId","identifiedEntityId Heter id i schemat.","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.demographic_extract.identifiedEntityId",0,*,"",""
"receiveehrextract-request.ehr-extract.demographic-extract.telecom","receiveehrextract-request.ehr_extract.demographic_extract.telecom","","","",0,*,"","","","ContactPoint {[]} {[]}
","telecom","telecom","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.demographic_extract.telecom",0,*,"",""
"receiveehrextract-request.ehr-extract.demographic-extract.softwareOrDevice","receiveehrextract-request.ehr_extract.demographic_extract.softwareOrDevice","","","",0,1,"","","","BackboneElement {[]} {[]}
","softwareOrDevice","Element som bara finns när instansen är av subtypen SOFTWARE_OR_DEVICE (xsi:type).","","","","","","","","","",,,,,"",,,,"receiveehrextract-request.ehr_extract.demographic_extract.softwareOrDevice",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"receiveehrextract-request.ehr-extract.demographic-extract.softwareOrDevice.id","receiveehrextract-request.ehr_extract.demographic_extract.softwareOrDevice.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"receiveehrextract-request.ehr-extract.demographic-extract.softwareOrDevice.extension","receiveehrextract-request.ehr_extract.demographic_extract.softwareOrDevice.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
