"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.addressee","gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.addressee","","","",1,*,"","","","string {[]} {[]}
","Adressat.","Adressat.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.addressee",1,*,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.street","gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.street","","","",0,1,"","","","string {[]} {[]}
","Gata.","Gata.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.street",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.premisesNumber","gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.premisesNumber","","","",0,1,"","","","string {[]} {[]}
","Adressplatsnummer.","Adressplatsnummer.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.premisesNumber",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.premisesLetter","gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.premisesLetter","","","",0,1,"","","","string {[]} {[]}
","Adressplatslittera.","Adressplatslittera.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.premisesLetter",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.postCode","gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.postCode","","","",1,1,"","","","string {[]} {[]}
","Postnummer.","Postnummer.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.postCode",1,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.town","gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.town","","","",1,1,"","","","string {[]} {[]}
","Postort.","Postort.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.structuredPostalAddress.town",1,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.postalCode","gethealthcareunitmembers.healthCareUnitMembers.postalCode","","","",0,1,"","","","string {[]} {[]}
","Vårdenhetens postnummer. Ref. postnummer (postalCode) [R5].","Vårdenhetens postnummer. Ref. postnummer (postalCode) [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.postalCode",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.feignedhealthCareUnit","gethealthcareunitmembers.healthCareUnitMembers.feignedhealthCareUnit","","","",0,1,"","","","boolean {[]} {[]}
","true: om vårdenheten är ett fingerat objekt. Ref. hjälpklassen Fingerat objekt (hsaFeignedObject) [R5].","true: om vårdenheten är ett fingerat objekt. Ref. hjälpklassen Fingerat objekt (hsaFeignedObject) [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.feignedhealthCareUnit",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.archivedHealthCareUnit","gethealthcareunitmembers.healthCareUnitMembers.archivedHealthCareUnit","","","",0,1,"","","","boolean {[]} {[]}
","true: om vårdenheten är ett arkiverat objekt. Ref. hjälpklassen arkiverat objekt (hsaArchivedObject) [R5].","true: om vårdenheten är ett arkiverat objekt. Ref. hjälpklassen arkiverat objekt (hsaArchivedObject) [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.archivedHealthCareUnit",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider","","","",1,1,"","","","BackboneElement {[]} {[]}
","Den vårdgivare som vårdenheten tillhör","Aggregerat objekt med information om tillhörande vårdgivare.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.id","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.extension","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.modifierExtension","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderName","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderName","","","",1,1,"","","","string {[]} {[]}
","Vårdgivarens namn. Ref. organisationsnamn (o) resp. enhetsnamn (ou) [R5].","Vårdgivarens namn. Ref. organisationsnamn (o) resp. enhetsnamn (ou) [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderName",1,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderPublicName","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderPublicName","","","",1,1,"","","","string {[]} {[]}
","Publikt officiellt namn på vårdgivaren.","Publikt officiellt namn på vårdgivaren.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderPublicName",1,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderHsaId","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderHsaId","","","",1,1,"","","","string {[]} {[]}
","Vårdgivarens HSA-id. Ref. hsaIdentity [R5].","Vårdgivarens HSA-id. Ref. hsaIdentity [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderHsaId",1,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderOrgNo","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderOrgNo","","","",1,1,"","","","string {[]} {[]}
","Vårdgivarens organisationsnummer.","Vårdgivarens organisationsnummer.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderOrgNo",1,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderStartDate","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderStartDate","","","",0,1,"","","","dateTime {[]} {[]}
","Startdatum för Vårdgivarens verksamhet. Ref. startDate [R5].","Startdatum för Vårdgivarens verksamhet. Ref. startDate [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderStartDate",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderEndDate","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderEndDate","","","",0,1,"","","","dateTime {[]} {[]}
","Slutdatum för Vårdgivarens verksamhet. Ref. endDate [R5].","Slutdatum för Vårdgivarens verksamhet. Ref. endDate [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderEndDate",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderPrescriptionCode","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderPrescriptionCode","","","",0,*,"","","","string {[]} {[]}
","Vårdgivarens arbetsplatskod(-er). Ref. arbetsplatskod (unitPrescriptionCode) [R5].","Vårdgivarens arbetsplatskod(-er). Ref. arbetsplatskod (unitPrescriptionCode) [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.healthCareProviderPrescriptionCode",0,*,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.telephoneNumber","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.telephoneNumber","","","",0,*,"","","","string {[]} {[]}
","Vårdgivarens publika direkttelefonnummer. Ref. direkttelefon (telephoneNumber) [R5].","Vårdgivarens publika direkttelefonnummer. Ref. direkttelefon (telephoneNumber) [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.telephoneNumber",0,*,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalAddress","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalAddress","","","",0,1,"","","","BackboneElement {[]} {[]}
","Vårdgivarens postadress i ostrukturerat format. Ref. postadress (postalAddress) [R5].","Vårdgivarens postadress i ostrukturerat format. Ref. postadress (postalAddress) [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalAddress",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalAddress.id","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalAddress.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalAddress.extension","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalAddress.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalAddress.modifierExtension","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalAddress.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalAddress.addressLine","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalAddress.addressLine","","","",1,*,"","","","string {[]} {[]}
","Adressrader.","Adressrader.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalAddress.addressLine",1,*,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress","","","",0,1,"","","","BackboneElement {[]} {[]}
","Vårdgivarens postadress i strukturerat format. Ref. Strukturerad postadress (hsaPostalAddress) [R5].","Vårdgivarens postadress i strukturerat format. Ref. Strukturerad postadress (hsaPostalAddress) [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.id","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.extension","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.modifierExtension","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.addressee","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.addressee","","","",1,*,"","","","string {[]} {[]}
","Adressat.","Adressat.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.addressee",1,*,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.street","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.street","","","",0,1,"","","","string {[]} {[]}
","Gata.","Gata.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.street",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.premisesNumber","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.premisesNumber","","","",0,1,"","","","string {[]} {[]}
","Adressplatsnummer.","Adressplatsnummer.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.premisesNumber",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.premisesLetter","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.premisesLetter","","","",0,1,"","","","string {[]} {[]}
","Adressplatslittera.","Adressplatslittera.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.premisesLetter",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.postCode","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.postCode","","","",1,1,"","","","string {[]} {[]}
","Postnummer.","Postnummer.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.postCode",1,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.town","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.town","","","",1,1,"","","","string {[]} {[]}
","Postort.","Postort.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.structuredPostalAddress.town",1,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalCode","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalCode","","","",0,1,"","","","string {[]} {[]}
","Vårdgivarens postnummer. Ref. postnummer (postalCode) [R5].","Vårdgivarens postnummer. Ref. postnummer (postalCode) [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.postalCode",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.feignedHealthCareProvider","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.feignedHealthCareProvider","","","",0,1,"","","","boolean {[]} {[]}
","true: om Vårdgivaren är ett fingerat objekt. Ref. hjälpklassen Fingerat objekt (hsaFeignedObject) [R5].","true: om Vårdgivaren är ett fingerat objekt. Ref. hjälpklassen Fingerat objekt (hsaFeignedObject) [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.feignedHealthCareProvider",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.archivedHealthCareProvider","gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.archivedHealthCareProvider","","","",0,1,"","","","boolean {[]} {[]}
","true: om Vårdgivaren är ett arkiverat objekt. Ref. hjälpklassen arkiverat objekt (hsaArchivedObject) [R5].","true: om Vårdgivaren är ett arkiverat objekt. Ref. hjälpklassen arkiverat objekt (hsaArchivedObject) [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareProvider.archivedHealthCareProvider",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember","","","",0,*,"","","","BackboneElement {[]} {[]}
","Information om en kopplad enhet","Lista av kopplade enheter (mottagningar, avdelningar) som ingår i vårdenheten.
Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.id","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.extension","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.modifierExtension","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.healthCareUnitMemberName","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.healthCareUnitMemberName","","","",1,1,"","","","string {[]} {[]}
","Den kopplade enhetens namn. Ref. organisationsnamn (o), enhetsnamn (ou) resp. objektnamn (cn) [R5].","Den kopplade enhetens namn. Ref. organisationsnamn (o), enhetsnamn (ou) resp. objektnamn (cn) [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.healthCareUnitMemberName",1,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.healthCareUnitMemberPublicName","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.healthCareUnitMemberPublicName","","","",1,1,"","","","string {[]} {[]}
","Publikt officiellt namn på den kopplade enheten.","Publikt officiellt namn på den kopplade enheten.","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.healthCareUnitMemberPublicName",1,1,"",""
"gethealthcareunitmembers","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.healthCareUnitMemberHsaId","gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.healthCareUnitMemberHsaId","","","",1,1,"","","","string {[]} {[]}
","Den kopplade enhetens HSA-id. Ref. hsaIdentity [R5].","Den kopplade enhetens HSA-id. Ref. hsaIdentity [R5].","","","","","","","","","",,,,,"",,,,"gethealthcareunitmembers.healthCareUnitMembers.healthCareUnitMember.healthCareUnitMemberHsaId",1,1,"",""
