"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getblocks.blocks.modifierExtension","getblocks.blocks.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getblocks.blocks.blockId","getblocks.blocks.blockId","","","",1,1,"","","","string {[]} {[]}
","Unik identifierare för spärren (UUID)","Unik identifierare för spärren (UUID)","","","","","","","","","",,,,,"",,,,"getblocks.blocks.blockId",1,1,"",""
"getblocks.blocks.blockType","getblocks.blocks.blockType","","","",1,1,"","","","code {[]} {[]}
","Typ av spärr","Typ av spärr","","","","","","","","","",,"required","","https://fhir.inera.se/ig/ehr-blocking/ValueSet/blocktype-vs","",,,,"getblocks.blocks.blockType",1,1,"",""
"getblocks.blocks.patientId","getblocks.blocks.patientId","","","",1,1,"","","","string {[]} {[]}
","Patientens personnummer eller samordningsnummer","Patientens personnummer eller samordningsnummer","","","","","","","","","",,,,,"",,,,"getblocks.blocks.patientId",1,1,"",""
"getblocks.blocks.informationStartDate","getblocks.blocks.informationStartDate","","","",0,1,"","","","dateTime {[]} {[]}
","Startdatum för vilken information spärren gäller","Startdatum för vilken information spärren gäller","","","","","","","","","",,,,,"",,,,"getblocks.blocks.informationStartDate",0,1,"",""
"getblocks.blocks.informationEndDate","getblocks.blocks.informationEndDate","","","",0,1,"","","","dateTime {[]} {[]}
","Slutdatum för vilken information spärren gäller","Slutdatum för vilken information spärren gäller","","","","","","","","","",,,,,"",,,,"getblocks.blocks.informationEndDate",0,1,"",""
"getblocks.blocks.informationCareUnitId","getblocks.blocks.informationCareUnitId","","","",0,1,"","","","string {[]} {[]}
","HSA-id för vårdenhet (vid inre spärr)","HSA-id för vårdenhet (vid inre spärr)","","","","","","","","","",,,,,"",,,,"getblocks.blocks.informationCareUnitId",0,1,"",""
"getblocks.blocks.informationCareProviderId","getblocks.blocks.informationCareProviderId","","","",1,1,"","","","string {[]} {[]}
","HSA-id för vårdgivare","HSA-id för vårdgivare","","","","","","","","","",,,,,"",,,,"getblocks.blocks.informationCareProviderId",1,1,"",""
"getblocks.blocks.excludedInformationTypes","getblocks.blocks.excludedInformationTypes","","","",0,*,"","","","BackboneElement {[]} {[]}
","Informationstyper undantagna från spärren","Informationstyper undantagna från spärren","","","","","","","","","",,,,,"",,,,"getblocks.blocks.excludedInformationTypes",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getblocks.blocks.excludedInformationTypes.id","getblocks.blocks.excludedInformationTypes.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getblocks.blocks.excludedInformationTypes.extension","getblocks.blocks.excludedInformationTypes.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getblocks.blocks.excludedInformationTypes.modifierExtension","getblocks.blocks.excludedInformationTypes.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getblocks.blocks.excludedInformationTypes.infoTypeId","getblocks.blocks.excludedInformationTypes.infoTypeId","","","",1,1,"","","","string {[]} {[]}
","ID för informationstypen","ID för informationstypen","","","","","","","","","",,,,,"",,,,"getblocks.blocks.excludedInformationTypes.infoTypeId",1,1,"",""
"getblocks.blocks.excludedInformationTypes.infoTypeDescription","getblocks.blocks.excludedInformationTypes.infoTypeDescription","","","",1,1,"","","","string {[]} {[]}
","Beskrivning av informationstypen","Beskrivning av informationstypen","","","","","","","","","",,,,,"",,,,"getblocks.blocks.excludedInformationTypes.infoTypeDescription",1,1,"",""
"getblocks.blocks.temporaryRevokes","getblocks.blocks.temporaryRevokes","","","",0,*,"","","","BackboneElement {[]} {[]}
","Aktiva tillfälliga hävningar","Aktiva tillfälliga hävningar","","","","","","","","","",,,,,"",,,,"getblocks.blocks.temporaryRevokes",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getblocks.blocks.temporaryRevokes.id","getblocks.blocks.temporaryRevokes.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getblocks.blocks.temporaryRevokes.extension","getblocks.blocks.temporaryRevokes.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getblocks.blocks.temporaryRevokes.modifierExtension","getblocks.blocks.temporaryRevokes.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getblocks.blocks.temporaryRevokes.temporaryRevokeId","getblocks.blocks.temporaryRevokes.temporaryRevokeId","","","",1,1,"","","","string {[]} {[]}
","Unik ID för tillfällig hävning","Unik ID för tillfällig hävning","","","","","","","","","",,,,,"",,,,"getblocks.blocks.temporaryRevokes.temporaryRevokeId",1,1,"",""
"getblocks.blocks.temporaryRevokes.endDate","getblocks.blocks.temporaryRevokes.endDate","","","",1,1,"","","","dateTime {[]} {[]}
","Datum när hävningen upphör","Datum när hävningen upphör","","","","","","","","","",,,,,"",,,,"getblocks.blocks.temporaryRevokes.endDate",1,1,"",""
"getblocks.blocks.temporaryRevokes.revokedForCareUnitId","getblocks.blocks.temporaryRevokes.revokedForCareUnitId","","","",1,1,"","","","string {[]} {[]}
","HSA-id för vårdenhet med hävning","HSA-id för vårdenhet med hävning","","","","","","","","","",,,,,"",,,,"getblocks.blocks.temporaryRevokes.revokedForCareUnitId",1,1,"",""
"getblocks.blocks.temporaryRevokes.revokedForEmployeeId","getblocks.blocks.temporaryRevokes.revokedForEmployeeId","","","",0,1,"","","","string {[]} {[]}
","HSA-id för enskild medarbetare","HSA-id för enskild medarbetare","","","","","","","","","",,,,,"",,,,"getblocks.blocks.temporaryRevokes.revokedForEmployeeId",0,1,"",""
"getblocks.blocks.temporaryRevokes.ownerId","getblocks.blocks.temporaryRevokes.ownerId","","","",0,1,"","","","string {[]} {[]}
","System som registrerade hävningen","System som registrerade hävningen","","","","","","","","","",,,,,"",,,,"getblocks.blocks.temporaryRevokes.ownerId",0,1,"",""
"getblocks.blocks.ownerId","getblocks.blocks.ownerId","","","",0,1,"","","","string {[]} {[]}
","System som registrerade spärren","System som registrerade spärren","","","","","","","","","",,,,,"",,,,"getblocks.blocks.ownerId",0,1,"",""
"getblocks.nextCreatedOnOrAfter","getblocks.nextCreatedOnOrAfter","","","",1,1,"","","","dateTime {[]} {[]}
","Tidsstämpel för nästa inkrementella hämtning","Tidsstämpel för nästa inkrementella hämtning","","","","","","","","","",,,,,"",,,,"getblocks.nextCreatedOnOrAfter",1,1,"",""
"getblocks.latestCancellation","getblocks.latestCancellation","","","",1,1,"","","","dateTime {[]} {[]}
","Senaste makulerings- eller hävningstidpunkt","Senaste makulerings- eller hävningstidpunkt","","","","","","","","","",,,,,"",,,,"getblocks.latestCancellation",1,1,"",""
